SERIALNO,SPORDER,PUMA,ST,ADJINC,PWGTP,AGEP,COW,MAR,SCHL,SEMP,SEX,WAGP,WKHP,WKWN,ESR,HICOV,HISP,OCCP,PERNP,PINCP,PRIVCOV,PUBCOV,RAC1P,occp_label
2020HU0241059,02,05903,48,1222017,7,65,2,5,18,0,1,12000,20,52,1.0,1,01,2752.0,12000,18200,1,1,2,Musicians and Singers
2020HU0243000,01,01800,48,1222017,31,70,2,2,19,0,1,2400,3,40,1.0,1,01,2752.0,2400,21400,1,1,1,Musicians and Singers
2020HU0243200,01,04603,48,1222017,10,47,6,3,22,50000,2,36000,40,52,1.0,1,01,2850.0,86000,86000,1,2,1,Writers and Authors
2020HU0244958,03,00200,48,1222017,11,27,6,5,19,17000,1,0,35,52,1.0,2,01,2634.0,17000,17000,2,2,2,Graphic Designers
2020HU0246264,02,01909,48,1222017,9,42,2,1,19,0,2,0,,,6.0,1,01,2710.0,0,0,1,2,1,Producers and Directors
2020HU0247219,01,06806,48,1222017,9,28,6,5,19,-200,1,12000,40,52,1.0,2,02,2905.0,11800,11800,2,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2020HU0248361,02,06000,48,1222017,29,73,1,3,21,0,1,0,,,6.0,1,01,2752.0,0,12000,2,1,1,Musicians and Singers
2020HU0248373,02,05914,48,1222017,27,60,1,1,21,0,1,15800,20,52,1.0,1,02,2752.0,15800,15800,1,2,8,Musicians and Singers
2020HU0249467,01,05307,48,1222017,11,38,6,1,17,16000,2,0,20,52,1.0,1,01,2850.0,16000,16000,1,2,1,Writers and Authors
2020HU0251612,01,02310,48,1222017,27,73,6,3,23,0,1,0,,,6.0,1,01,2850.0,0,38900,1,1,1,Writers and Authors
2020HU0253702,01,05304,48,1222017,70,31,6,5,19,100000,1,0,48,52,1.0,1,01,2752.0,100000,100000,1,2,1,Musicians and Singers
2020HU0254863,02,03802,48,1222017,5,40,2,1,22,20000,2,15000,25,52,1.0,1,02,2752.0,35000,35000,1,2,9,Musicians and Singers
2020HU0255473,02,05307,48,1222017,18,34,7,5,16,0,1,12000,40,24,1.0,1,01,2752.0,12000,25000,1,2,1,Musicians and Singers
2020HU0255865,01,04614,48,1222017,37,56,7,4,20,0,1,40000,45,52,1.0,1,01,2710.0,40000,40000,1,2,1,Producers and Directors
2020HU0258936,04,04610,48,1222017,56,30,6,5,16,50000,1,0,40,52,1.0,2,01,2910.0,50000,50000,2,2,2,Photographers
2020HU0261168,01,02505,48,1222017,28,37,6,1,22,105000,2,0,60,52,1.0,1,01,2700.0,105000,105000,1,2,2,Actors
2020HU0262417,01,04801,48,1222017,60,23,6,1,19,0,2,0,,,3.0,1,01,2850.0,0,0,1,2,1,Writers and Authors
2020HU0262875,02,05904,48,1222017,10,30,7,1,19,7000,1,30000,99,52,1.0,1,02,2905.0,37000,37000,1,2,9,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2020HU0265627,01,06803,48,1222017,39,57,7,1,09,0,1,0,,,6.0,2,02,2752.0,0,3500,2,2,8,Musicians and Singers
2020HU0267704,01,01903,48,1222017,11,29,1,5,21,0,1,100000,40,52,1.0,1,01,2634.0,100000,100000,1,2,1,Graphic Designers
2020HU0270151,02,05308,48,1222017,19,38,1,1,19,0,1,69000,40,50,1.0,1,01,2710.0,69000,69000,1,2,1,Producers and Directors
2020HU0273161,01,06000,48,1222017,12,21,1,1,18,0,1,24500,39,52,1.0,2,02,2634.0,24500,24500,2,2,9,Graphic Designers
2020HU0273377,03,06000,48,1222017,121,24,1,5,19,0,2,1700,5,26,6.0,1,01,2910.0,1700,1700,1,2,1,Photographers
2020HU0278888,02,06601,48,1222017,11,36,6,1,21,35000,2,0,40,52,1.0,1,03,2634.0,35000,35000,1,2,1,Graphic Designers
2020HU0280957,01,03000,48,1222017,14,81,6,2,16,0,2,0,,,6.0,1,01,2752.0,0,51250,1,1,1,Musicians and Singers
2020HU0281239,02,01100,48,1222017,2,70,2,1,22,0,2,6000,4,4,1.0,1,01,2752.0,6000,32600,1,1,1,Musicians and Singers
2020HU0282700,01,04621,48,1222017,12,67,6,3,21,0,1,0,,,6.0,1,01,2710.0,0,342000,1,1,1,Producers and Directors
2020HU0284912,01,05907,48,1222017,6,49,2,1,22,0,2,65000,40,52,1.0,1,01,2905.0,65000,65000,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2020HU0286563,01,05307,48,1222017,14,38,6,5,21,18000,2,0,20,52,1.0,1,01,2752.0,18000,18000,1,2,1,Musicians and Singers
2020HU0286744,01,05401,48,1222017,49,76,2,1,21,0,1,0,,,6.0,1,01,2710.0,0,18000,1,1,1,Producers and Directors
2020HU0287541,01,02002,48,1222017,48,31,1,1,18,1000,1,20000,40,40,1.0,1,02,2710.0,21000,21000,1,2,9,Producers and Directors
2020HU0290905,03,04604,48,1222017,6,28,1,5,21,0,1,9000,70,1,3.0,1,01,2850.0,9000,9000,1,2,6,Writers and Authors
2020HU0295390,01,05202,48,1222017,11,31,1,1,21,6000,2,41000,40,52,1.0,1,01,2634.0,47000,47000,1,2,1,Graphic Designers
2020HU0295594,01,05915,48,1222017,13,36,6,1,21,24000,2,0,15,49,1.0,1,01,2850.0,24000,24000,1,2,1,Writers and Authors
2020HU0295768,01,04701,48,1222017,8,75,1,3,19,0,1,34200,10,52,1.0,1,01,2752.0,34200,65700,2,1,1,Musicians and Singers
2020HU0296970,02,04633,48,1222017,11,61,2,1,21,5000,2,7800,20,52,1.0,1,01,2751.0,12800,12800,1,2,1,Music Directors and Composers
2020HU0297209,02,02515,48,1222017,9,73,1,1,21,0,2,2300,12,12,6.0,1,01,2850.0,2300,30200,2,1,1,Writers and Authors
2020HU0300193,01,05302,48,1222017,10,56,2,1,22,0,2,0,,,6.0,1,01,2752.0,0,0,1,2,1,Musicians and Singers
2020HU0300918,03,02003,48,1222017,26,24,6,5,21,5000,1,0,40,52,1.0,1,01,2850.0,5000,5000,1,2,1,Writers and Authors
2020HU0301797,01,05307,48,1222017,6,54,3,5,19,0,1,78000,40,52,1.0,1,01,2905.0,78000,78000,1,2,9,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2020HU0302007,01,02313,48,1222017,9,26,1,5,19,0,1,58000,30,52,1.0,1,01,2752.0,58000,58000,1,2,1,Musicians and Singers
2020HU0304611,02,02309,48,1222017,24,39,1,1,21,1000,1,50000,40,52,1.0,1,01,2710.0,51000,51000,1,2,1,Producers and Directors
2020HU0304922,02,00700,48,1222017,3,32,6,1,20,50,2,50,6,4,6.0,1,01,2910.0,100,100,1,2,1,Photographers
2020HU0304991,03,04621,48,1222017,11,26,1,5,18,0,1,300,4,1,6.0,1,02,2752.0,300,300,2,1,9,Musicians and Singers
2020HU0306774,02,00400,48,1222017,3,67,2,1,21,0,2,1200,1,52,1.0,1,01,2752.0,1200,26200,1,2,1,Musicians and Singers
2020HU0307321,01,03700,48,1222017,5,31,4,5,21,0,2,12000,20,4,1.0,1,01,2634.0,12000,12060,1,2,1,Graphic Designers
2020HU0307522,01,05307,48,1222017,13,49,6,1,21,80000,2,0,40,52,1.0,1,01,2850.0,80000,80000,1,2,1,Writers and Authors
2020HU0307522,02,05307,48,1222017,14,50,1,1,21,0,1,140000,40,52,1.0,1,01,2850.0,140000,140000,1,2,1,Writers and Authors
2020HU0307582,01,06603,48,1222017,21,39,1,1,21,0,2,60000,45,52,1.0,1,01,2634.0,60000,60000,1,2,1,Graphic Designers
2020HU0309233,01,05304,48,1222017,6,40,1,1,19,0,1,115000,40,52,1.0,1,01,2710.0,115000,115000,1,2,1,Producers and Directors
2020HU0309308,02,02315,48,1222017,5,37,1,5,20,0,1,60000,40,52,1.0,1,07,2634.0,60000,60000,1,2,8,Graphic Designers
2020HU0309698,02,03308,48,1222017,15,41,1,1,22,0,2,3000,4,6,6.0,1,01,2634.0,3000,3000,1,1,1,Graphic Designers
2020HU0310218,03,01300,48,1222017,11,29,1,5,21,0,2,30400,45,52,1.0,1,24,2634.0,30400,30400,1,2,9,Graphic Designers
2020HU0310481,01,02313,48,1222017,6,22,1,5,21,0,2,20000,40,52,1.0,1,01,2850.0,20000,20000,1,2,1,Writers and Authors
2020HU0313471,01,05100,48,1222017,7,51,1,1,16,0,1,68000,40,52,1.0,1,01,2905.0,68000,68000,1,1,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2020HU0316573,01,04604,48,1222017,86,61,2,5,24,0,1,82000,40,52,1.0,1,01,2752.0,82000,82000,1,2,1,Musicians and Singers
2020HU0316595,02,00501,48,1222017,35,26,6,5,22,3000,2,0,20,52,1.0,1,01,2752.0,3000,3000,1,2,6,Musicians and Singers
2020HU0316711,01,05307,48,1222017,7,38,7,1,21,0,2,28000,10,52,1.0,1,01,2634.0,28000,33000,1,2,1,Graphic Designers
2020HU0317862,01,02306,48,1222017,78,47,7,1,21,0,1,90000,50,52,1.0,1,01,2710.0,90000,90000,1,2,1,Producers and Directors
2020HU0318075,02,02700,48,1222017,7,83,2,1,20,0,1,7100,5,52,1.0,1,01,2751.0,7100,33000,1,1,1,Music Directors and Composers
2020HU0319135,03,03306,48,1222017,13,23,4,5,21,0,2,1400,16,19,3.0,2,01,2634.0,1400,1400,2,2,1,Graphic Designers
2020HU0320535,01,05303,48,1222017,52,39,1,1,21,7800,1,55000,40,52,1.0,1,01,2634.0,62800,66600,1,2,1,Graphic Designers
2020HU0322247,01,06703,48,1222017,16,68,6,3,19,0,1,0,,,6.0,1,02,2752.0,0,9600,2,1,1,Musicians and Singers
2020HU0322659,04,06603,48,1222017,5,20,2,5,16,8000,1,11000,40,52,1.0,1,01,2752.0,19000,19000,1,2,1,Musicians and Singers
2020HU0324172,04,02308,48,1222017,12,32,6,4,18,0,1,0,,,3.0,1,01,2910.0,0,0,2,1,9,Photographers
2020HU0324873,01,01909,48,1222017,37,48,1,1,22,0,1,60000,50,47,1.0,2,01,2905.0,60000,84000,2,2,6,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2020HU0326068,02,02319,48,1222017,49,42,1,1,21,0,1,74000,40,52,1.0,1,02,2850.0,74000,74000,1,2,1,Writers and Authors
2020HU0326490,01,00900,48,1222017,4,55,6,3,22,0,2,0,,,3.0,1,01,2850.0,0,3300,1,2,1,Writers and Authors
2020HU0326602,01,05305,48,1222017,14,85,6,2,21,2600,2,0,15,52,1.0,1,01,2850.0,2600,51600,1,1,1,Writers and Authors
2020HU0327338,02,03700,48,1222017,2,25,6,1,21,60000,2,0,40,52,1.0,1,01,2910.0,60000,60000,1,2,1,Photographers
2020HU0328583,02,02311,48,1222017,11,34,1,3,21,0,2,0,,,6.0,2,02,2634.0,0,0,2,2,9,Graphic Designers
2020HU0329999,02,02400,48,1222017,4,42,2,5,24,0,2,24000,25,52,1.0,2,24,2850.0,24000,24000,2,2,9,Writers and Authors
2020HU0332223,03,02506,48,1222017,47,27,6,5,21,25000,2,0,40,52,1.0,1,01,2634.0,25000,25000,1,2,1,Graphic Designers
2020HU0337124,01,04625,48,1222017,13,61,7,1,19,0,1,5000,40,5,3.0,1,01,2710.0,5000,142000,1,2,1,Producers and Directors
2020HU0340842,01,06000,48,1222017,15,72,6,1,22,3200,1,0,6,45,1.0,1,01,2634.0,3200,13200,1,1,1,Graphic Designers
2020HU0341276,02,02002,48,1222017,16,32,6,5,21,12400,2,0,60,52,1.0,2,01,2700.0,12400,12400,2,2,1,Actors
2020HU0342824,01,02502,48,1222017,6,28,1,5,21,0,2,100000,40,52,1.0,1,01,2634.0,100000,100000,1,2,9,Graphic Designers
2020HU0344392,01,04611,48,1222017,16,81,2,1,16,0,1,3600,8,52,1.0,1,02,2752.0,3600,6800,1,1,9,Musicians and Singers
2020HU0346473,03,06804,48,1222017,44,29,1,5,21,0,2,45000,40,52,1.0,1,01,2850.0,45000,45000,1,2,1,Writers and Authors
2020HU0355912,03,06701,48,1222017,16,19,2,5,16,0,1,1800,3,30,1.0,1,02,2752.0,1800,2100,1,2,8,Musicians and Singers
2020HU0356144,01,05904,48,1222017,10,66,2,1,19,0,2,4000,28,2,3.0,1,02,2700.0,4000,4000,2,1,1,Actors
2020HU0358808,01,05304,48,1222017,14,32,1,5,19,0,2,2000,30,10,3.0,2,01,2905.0,2000,2300,2,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2020HU0359718,02,01501,48,1222017,35,57,6,1,22,0,2,0,,,6.0,1,01,2700.0,0,0,1,2,1,Actors
2020HU0360856,02,07200,48,1222017,6,27,6,1,21,10000,2,0,30,52,1.0,1,01,2634.0,10000,10000,1,2,1,Graphic Designers
2020HU0362577,02,05700,48,1222017,41,30,6,5,21,12000,1,0,20,50,1.0,1,01,2752.0,12000,12000,1,2,1,Musicians and Singers
2020HU0365423,01,04301,48,1222017,32,29,7,1,20,0,2,15000,10,52,1.0,2,02,2910.0,15000,15000,2,2,1,Photographers
2020HU0367065,01,05700,48,1222017,7,81,2,1,21,0,2,5700,2,50,1.0,1,01,2752.0,5700,32200,1,1,1,Musicians and Singers
2020HU0369484,01,03100,48,1222017,5,29,1,3,19,0,1,37000,40,52,1.0,1,01,2634.0,37000,37000,1,2,9,Graphic Designers
2020HU0371333,01,02314,48,1222017,10,67,2,1,18,0,2,25400,2,40,1.0,1,01,2751.0,25400,47300,1,1,2,Music Directors and Composers
2020HU0371652,01,00300,48,1222017,13,26,1,5,23,0,2,19000,20,52,1.0,1,01,2634.0,19000,19000,1,2,1,Graphic Designers
2020HU0372170,02,04615,48,1222017,48,24,1,5,16,0,2,10000,10,30,1.0,2,01,2740.0,10000,10000,2,2,1,Dancers and Choreographers
2020HU0373059,02,02506,48,1222017,27,41,1,1,22,0,1,26000,40,52,1.0,1,01,2634.0,26000,26000,1,2,2,Graphic Designers
2020HU0375452,02,05301,48,1222017,40,43,1,1,21,0,2,65000,84,26,3.0,1,01,2710.0,65000,65000,1,2,1,Producers and Directors
2020HU0375815,02,04504,48,1222017,11,72,1,1,17,0,1,39900,40,52,1.0,1,01,2905.0,39900,57800,1,1,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2020HU0376353,01,05304,48,1222017,9,44,6,1,22,3500,1,10000,50,48,1.0,1,01,2752.0,13500,18000,2,1,8,Musicians and Singers
2020HU0376353,02,05304,48,1222017,9,34,6,1,22,2300,2,17000,60,48,1.0,1,01,2752.0,19300,19300,1,2,8,Musicians and Singers
2020HU0379734,03,04601,48,1222017,2,37,1,5,15,0,1,155000,40,52,1.0,2,02,2634.0,155000,155000,2,2,5,Graphic Designers
2020HU0380020,02,02514,48,1222017,10,37,1,1,21,0,1,57000,40,52,1.0,1,01,2710.0,57000,57000,1,2,1,Producers and Directors
2020HU0382199,03,00700,48,1222017,38,40,1,5,16,0,1,11300,30,20,6.0,2,01,2905.0,11300,11300,2,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2020HU0383531,02,02512,48,1222017,11,20,1,5,16,0,1,28000,40,52,1.0,1,01,2905.0,28000,28000,1,2,9,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2020HU0386308,01,02003,48,1222017,18,39,1,1,19,10000,2,21800,30,52,1.0,2,01,2910.0,31800,31800,2,2,1,Photographers
2020HU0389021,01,04604,48,1222017,151,54,6,1,21,0,2,0,,,6.0,1,01,2700.0,0,0,1,2,1,Actors
2020HU0390715,02,02400,48,1222017,37,58,6,1,22,12000,2,0,20,24,1.0,1,01,2752.0,12000,12000,1,2,1,Musicians and Singers
2020HU0392197,02,05304,48,1222017,52,25,2,5,21,5000,1,33400,40,32,3.0,1,03,2634.0,38400,38400,1,2,9,Graphic Designers
2020HU0395367,01,05911,48,1222017,19,24,1,5,21,0,1,43000,42,52,1.0,1,01,2910.0,43000,43000,1,2,2,Photographers
2020HU0397588,02,05402,48,1222017,4,50,5,1,22,0,2,81000,40,20,3.0,1,01,2850.0,81000,123300,1,1,1,Writers and Authors
2020HU0397778,02,05700,48,1222017,45,27,1,5,21,0,2,30000,50,52,1.0,2,01,2634.0,30000,30000,2,2,1,Graphic Designers
2020HU0400788,01,02315,48,1222017,14,43,1,3,21,0,2,6000,40,52,1.0,1,01,2910.0,6000,6000,1,2,1,Photographers
2020HU0401335,03,02700,48,1222017,5,19,2,5,19,0,2,6000,10,46,1.0,1,01,2634.0,6000,6000,1,2,1,Graphic Designers
2020HU0403382,02,04601,48,1222017,13,39,1,5,22,0,2,45000,40,52,1.0,1,01,2850.0,45000,42700,1,2,1,Writers and Authors
2020HU0404420,01,04601,48,1222017,14,47,1,5,20,0,1,49000,40,52,1.0,1,01,2905.0,49000,49000,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2020HU0405404,02,02311,48,1222017,4,58,1,1,21,0,1,50000,50,52,1.0,1,01,2634.0,50000,51000,1,2,1,Graphic Designers
2020HU0406348,04,06604,48,1222017,41,26,2,5,19,0,1,0,,,6.0,2,01,2752.0,0,50,2,2,1,Musicians and Singers
2020HU0408152,02,02308,48,1222017,8,29,1,1,22,0,2,45000,60,52,1.0,1,01,2634.0,45000,45000,1,2,1,Graphic Designers
2020HU0409588,02,05912,48,1222017,45,37,1,1,21,0,1,125000,40,52,1.0,1,02,2634.0,125000,125000,1,2,9,Graphic Designers
2020HU0411678,01,02514,48,1222017,7,42,6,1,19,100000,1,0,40,52,1.0,1,01,2752.0,100000,100000,1,2,1,Musicians and Singers
2020HU0412229,01,02510,48,1222017,28,59,1,1,20,0,2,5400,30,12,3.0,1,01,2634.0,5400,6300,2,1,1,Graphic Designers
2020HU0412489,01,04624,48,1222017,19,70,4,2,22,0,2,38000,3,5,6.0,1,01,2700.0,38000,76900,1,1,1,Actors
2020HU0412727,01,04901,48,1222017,57,38,1,1,21,5000,1,80000,40,52,1.0,1,01,2634.0,85000,85000,1,2,6,Graphic Designers
2020HU0413041,03,02314,48,1222017,33,24,6,5,21,2000,1,0,1,1,6.0,2,24,2905.0,2000,2000,2,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2020HU0414028,02,05302,48,1222017,15,27,1,5,21,0,2,41000,40,52,1.0,1,02,2634.0,41000,41000,1,2,1,Graphic Designers
2020HU0415993,03,04802,48,1222017,28,28,1,5,19,0,1,0,,,3.0,1,01,2752.0,0,0,1,2,1,Musicians and Singers
2020HU0416727,01,05303,48,1222017,68,56,6,1,21,-6900,1,5000,70,52,1.0,2,01,2850.0,-1900,-1900,2,2,1,Writers and Authors
2020HU0416810,01,02900,48,1222017,42,61,7,1,06,0,1,0,,,6.0,2,02,2752.0,0,0,2,2,9,Musicians and Singers
2020HU0417321,02,01905,48,1222017,7,74,7,1,21,0,2,7000,16,1,1.0,1,01,2634.0,7000,24000,1,1,1,Graphic Designers
2020HU0417400,01,04901,48,1222017,13,70,2,2,18,0,2,61000,40,52,1.0,1,01,2752.0,61000,85000,1,1,2,Musicians and Singers
2020HU0420187,01,05306,48,1222017,4,57,7,1,22,0,2,6000,4,40,1.0,1,01,2634.0,6000,6000,1,2,1,Graphic Designers
2020HU0421235,02,05916,48,1222017,17,64,6,1,21,35000,1,0,40,52,1.0,1,01,2751.0,35000,56600,1,2,1,Music Directors and Composers
2020HU0422065,01,02311,48,1222017,17,28,7,5,19,21000,1,20000,34,52,1.0,2,01,2634.0,41000,41000,2,2,1,Graphic Designers
2020HU0423163,02,01904,48,1222017,28,63,7,1,21,0,2,146000,40,52,1.0,2,01,2850.0,146000,146000,2,2,1,Writers and Authors
2020HU0429455,01,02513,48,1222017,9,63,6,1,22,6000,2,0,15,52,1.0,1,01,2752.0,6000,18000,1,2,1,Musicians and Singers
2020HU0429455,02,02513,48,1222017,13,85,6,1,22,2500,1,0,2,35,1.0,1,01,2752.0,2500,42500,2,1,1,Musicians and Singers
2020HU0430189,02,06802,48,1222017,36,28,6,5,21,0,1,0,,,3.0,2,02,2710.0,0,0,2,2,9,Producers and Directors
2020HU0432252,02,05600,48,1222017,52,61,6,1,21,7500,2,0,30,2,6.0,1,01,2910.0,7500,7500,1,2,1,Photographers
2020HU0433987,01,07600,48,1222017,86,28,1,1,18,0,1,120000,80,52,1.0,1,02,2634.0,120000,120000,1,2,1,Graphic Designers
2020HU0438737,01,05201,48,1222017,45,85,2,1,21,0,1,0,,,6.0,1,01,2752.0,0,25000,1,1,1,Musicians and Singers
2020HU0439185,01,05203,48,1222017,33,47,1,1,20,0,1,59000,40,52,1.0,1,02,2634.0,59000,59000,1,2,9,Graphic Designers
2020HU0440643,01,05302,48,1222017,22,64,4,1,21,9000,2,69000,40,52,1.0,1,01,2850.0,78000,78000,1,2,1,Writers and Authors
2020HU0440643,02,05302,48,1222017,24,60,7,1,19,0,1,7500,30,52,1.0,1,01,2905.0,7500,29400,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2020HU0441708,02,02506,48,1222017,12,34,6,1,21,20000,1,0,40,52,1.0,1,01,2910.0,20000,20000,1,2,2,Photographers
2020HU0443945,02,04615,48,1222017,6,33,1,5,22,0,2,15000,20,40,3.0,2,01,2700.0,15000,15000,2,2,2,Actors
2020HU0450595,01,05800,48,1222017,56,49,2,3,22,0,2,59000,60,52,1.0,1,01,2710.0,59000,59000,1,2,1,Producers and Directors
2020HU0450992,01,04628,48,1222017,7,30,6,1,21,500,2,600,12,1,6.0,1,01,2910.0,1100,5100,1,2,1,Photographers
2020HU0453894,02,02311,48,1222017,3,58,6,1,21,-6900,2,4000,8,12,6.0,2,01,2850.0,-2900,-2900,2,2,1,Writers and Authors
2020HU0455724,02,04503,48,1222017,14,51,7,3,21,0,1,120000,40,52,1.0,1,01,2910.0,120000,120000,1,2,1,Photographers
2020HU0455841,01,06000,48,1222017,28,52,1,1,21,0,1,75000,60,52,1.0,1,01,2752.0,75000,77000,1,2,1,Musicians and Singers
2020HU0457314,03,02304,48,1222017,21,38,6,5,17,105000,2,0,60,52,1.0,1,01,2700.0,105000,105000,1,2,2,Actors
2020HU0458483,01,05910,48,1222017,28,29,2,5,21,0,2,36000,40,52,1.0,1,01,2634.0,36000,36000,1,2,1,Graphic Designers
2020HU0464461,01,04629,48,1222017,2,53,1,1,21,5000,1,90000,40,4,1.0,1,01,2905.0,95000,100000,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2020HU0466016,02,02510,48,1222017,6,67,6,1,21,5900,2,5900,25,1,6.0,1,01,2634.0,11800,23800,2,1,1,Graphic Designers
2020HU0466397,01,01904,48,1222017,23,49,6,1,22,100000,2,0,30,52,1.0,1,01,2850.0,100000,100100,1,2,1,Writers and Authors
2020HU0466431,02,04603,48,1222017,16,48,6,1,21,45000,1,0,25,52,1.0,1,01,2634.0,45000,45000,1,2,9,Graphic Designers
2020HU0468971,01,04702,48,1222017,1,76,6,3,19,54000,1,0,40,52,1.0,1,01,2910.0,54000,76000,2,1,3,Photographers
2020HU0470974,01,03000,48,1222017,4,63,6,1,22,0,2,0,,,6.0,1,01,2850.0,0,6000,1,2,1,Writers and Authors
2020HU0472110,02,05204,48,1222017,7,53,2,1,18,0,1,36000,40,52,1.0,1,01,2905.0,36000,36000,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2020HU0475002,02,04619,48,1222017,101,53,1,1,16,0,1,31200,40,52,1.0,1,24,2634.0,31200,31200,2,1,8,Graphic Designers
2020HU0475102,01,02313,48,1222017,3,33,1,5,21,0,2,75000,40,52,1.0,1,01,2710.0,75000,75000,1,2,1,Producers and Directors
2020HU0475427,01,05304,48,1222017,12,36,1,1,22,10000,2,90000,40,52,1.0,1,01,2850.0,100000,100000,1,2,1,Writers and Authors
2020HU0476285,01,03802,48,1222017,36,72,1,3,19,0,1,0,,,6.0,1,01,2905.0,0,25100,2,1,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
2020HU0479357,01,02313,48,1222017,9,22,1,5,21,0,2,45000,40,52,1.0,1,01,2634.0,45000,45000,1,2,1,Graphic Designers
2020HU0479399,02,06703,48,1222017,10,54,6,1,06,2900,1,0,4,20,1.0,2,02,2752.0,2900,2900,2,2,9,Musicians and Singers
2020HU0479549,01,04630,48,1222017,11,83,7,2,12,0,1,0,,,6.0,1,01,2752.0,0,28800,2,1,2,Musicians and Singers
2020HU0479761,01,00200,48,1222017,6,42,3,1,21,0,1,55000,50,52,1.0,1,01,2751.0,55000,55000,1,2,1,Music Directors and Composers
2020HU0481431,01,02316,48,1222017,91,50,1,1,16,0,1,48000,48,52,1.0,1,24,2634.0,48000,48000,1,2,1,Graphic Designers
2020HU0482631,01,01902,48,1222017,18,28,1,5,21,0,1,46000,30,52,1.0,1,01,2850.0,46000,46000,1,2,1,Writers and Authors
2020HU0483035,01,05204,48,1222017,21,59,1,1,20,0,1,83000,40,52,1.0,2,01,2634.0,83000,83000,2,2,1,Graphic Designers
2020HU0483999,02,05201,48,1222017,30,70,6,1,22,8000,1,0,4,40,6.0,1,01,2910.0,8000,75500,1,1,1,Photographers
2020HU0484106,01,02200,48,1222017,14,72,7,1,21,0,1,2000,5,52,1.0,1,01,2850.0,2000,63200,1,1,1,Writers and Authors
2020HU0485204,01,05402,48,1222017,38,62,6,1,22,3000,1,0,40,52,1.0,1,01,2850.0,3000,3000,1,2,1,Writers and Authors
2020HU0488308,02,07300,48,1222017,31,36,2,5,21,0,2,8000,10,52,1.0,2,01,2850.0,8000,8000,2,2,1,Writers and Authors
2020HU0490209,02,03400,48,1222017,21,73,2,1,19,0,2,0,,,6.0,1,01,2752.0,0,9400,2,1,1,Musicians and Singers
2020HU0493652,01,06302,48,1222017,17,42,3,1,22,0,2,24000,40,24,3.0,2,02,2850.0,24000,24000,2,2,9,Writers and Authors
2020HU0494931,02,03501,48,1222017,13,24,6,1,21,16200,2,0,42,42,1.0,1,03,2850.0,16200,16200,1,2,8,Writers and Authors
2020HU0495307,04,05308,48,1222017,120,43,1,5,19,0,1,48000,40,52,1.0,1,02,2905.0,48000,48000,1,2,1,"Other Media and Communication Equipment Workers (broadcast/sound/AV/lighting techs, combined - PUMS does not separately identify 'sound engineering technician')"
