"fiscal_year","contractor","award"
"2014-09-30T00:00:00.000","Austin Revitalization Authority/ DiverseArts Culture Works","25000"
"2014-09-30T00:00:00.000","Texas Education Broadcasting Co-Operative, Inc. (KOOP RADIO 91.7FM)","25000"
"2014-09-30T00:00:00.000","Latinas Unidas Por el Arte (LUPE Arte)","26302"
"2014-09-30T00:00:00.000","India Fine Arts","27000"
"2014-09-30T00:00:00.000","Teatro Humanidad Cansada","28740"
"2014-09-30T00:00:00.000","Serie Project, Inc.","30500"
"2014-09-30T00:00:00.000","La Peña","33470"
"2014-09-30T00:00:00.000","Puerto Rican Folkloric Dance, Inc.","33942"
"2014-09-30T00:00:00.000","Pollyanna Theatre Company","36900"
"2014-09-30T00:00:00.000","Ballet East Dance Company","38500"
"2014-09-30T00:00:00.000","Austin Visual Arts Association","39587"
"2014-09-30T00:00:00.000","Texas Early Music Project","40118"
"2014-09-30T00:00:00.000","Roy Lozano's Ballet Folklorico de Texas","40900"
"2014-09-30T00:00:00.000","Allison Orr Dance Inc. aka Forklift Dance Works","42985"
"2014-09-30T00:00:00.000","Austin Music Foundation","43719"
"2014-09-30T00:00:00.000","Austin Jazz Workshop, Inc.","43754"
"2014-09-30T00:00:00.000","Chorus Austin","49334"
"2014-09-30T00:00:00.000","Cine Las Americas","50148"
"2014-09-30T00:00:00.000","Anthropos Arts","50285"
"2014-09-30T00:00:00.000","Austin Latino/a Lesbian & Gay Organization AKA allgo","51021"
"2014-09-30T00:00:00.000","Austin Gay & Lesbian International Film Festival (aGLIFF)","54212"
"2014-09-30T00:00:00.000","Shady Tree Studios","55336"
"2014-09-30T00:00:00.000","Writer's League of Texas","55400"
"2014-09-30T00:00:00.000","Austin Celtic Association, Inc.","57362"
"2014-09-30T00:00:00.000","Motion Media Arts Center aka The Austin School of Film","57500"
"2014-09-30T00:00:00.000","Blue Lapis Light, Inc.","67500"
"2014-09-30T00:00:00.000","Salvage Vanguard Theatre","67800"
"2014-09-30T00:00:00.000","Great Promise for American Indians, Inc.","69568"
"2014-09-30T00:00:00.000","Big Medium","70883"
"2014-09-30T00:00:00.000","Zilker Theatre Productions","71009"
"2014-09-30T00:00:00.000","Austin Scottish Rite Community & Childrens's Theatre (formerly Scottish Rite Children's Theatre and formerly Austin Scottish Rite Co.)","75000"
"2014-09-30T00:00:00.000","Hyde Park Theatre","77500"
"2014-09-30T00:00:00.000","Imagine Art, Inc.","78400"
"2014-09-30T00:00:00.000","Austin Shakespeare Festival","90000"
"2014-09-30T00:00:00.000","Vortex Repertory Company","90000"
"2014-09-30T00:00:00.000","Art Spark Texas","92500"
"2014-09-30T00:00:00.000","Fuse Box Austin","92500"
"2014-09-30T00:00:00.000","Austin Playhouse","95000"
"2014-09-30T00:00:00.000","Texas Folklife Resources","95000"
"2014-09-30T00:00:00.000","Austin Chamber Music Center, Inc.","97500"
"2014-09-30T00:00:00.000","Center For Women & Their Work","97500"
"2014-09-30T00:00:00.000","Austin Fine Arts Alliance, Inc. AKA Art Alliance Austin","100000"
"2014-09-30T00:00:00.000","Rude Mechanicals - A Theatre Collective","100000"
"2014-09-30T00:00:00.000","Austin Classical Guitar","118136"
"2014-09-30T00:00:00.000","Austin Creative Alliance","132500"
"2014-09-30T00:00:00.000","Visions in Rhythm aka Tapestry Dance Company","140000"
"2014-09-30T00:00:00.000","Austin Film Festival, Inc.","145000"
"2014-09-30T00:00:00.000","Mexic-Arte Museum","151347"
"2014-09-30T00:00:00.000","Austin Lyric Opera dba Austin Opera","172500"
"2014-09-30T00:00:00.000","One World","175000"
"2014-09-30T00:00:00.000","The Contemporary Austin Museum Inc","182500"
"2014-09-30T00:00:00.000","Conspirare, Inc.","185000"
"2014-09-30T00:00:00.000","Film Society of Austin, Inc.","187500"
"2014-09-30T00:00:00.000","Austin Symphony Orchestra Society, Inc.","190000"
"2014-09-30T00:00:00.000","Ballet Austin, Inc.","190000"
"2014-09-30T00:00:00.000","Creative Action","190000"
"2014-09-30T00:00:00.000","Greater Austin Performing Arts Center, Inc. dba Long Center for Performing Arts","190000"
"2014-09-30T00:00:00.000","Austin Theatre Alliance (formerly Paramount Theatre and State Theatre)","197500"
"2014-09-30T00:00:00.000","Zachary Scott Theatre Center","197500"
"2014-09-30T00:00:00.000","Austin Children's Museum DBA Thinkery","200000"
"2015-09-30T00:00:00.000","Austin Baroque Orchestra","1000"
"2015-09-30T00:00:00.000","Austin Creative Alliance / Foster the Journey","1000"
"2015-09-30T00:00:00.000","LEAP OF JOY","1000"
"2015-09-30T00:00:00.000","Physical Plant Theatre","1000"
"2015-09-30T00:00:00.000","Center for Women & Their Work / Lauren K. Tietz","1047"
"2015-09-30T00:00:00.000","line upon line percussion","1225"
"2015-09-30T00:00:00.000","Austin Creative Alliance / Last Act Theatre Company","1266"
"2015-09-30T00:00:00.000","Center for Women & Their Work / Latelena Hernandez Cowles","1516"
"2015-09-30T00:00:00.000","Vortex Repertory Company/Katherine Wilkinson","1600"
"2015-09-30T00:00:00.000","Center for Women & Their Work / Jennifer Sherburn","1609"
"2015-09-30T00:00:00.000","Big Medium/ Allyson Lipkin","1719"
"2015-09-30T00:00:00.000","Austin Wind Symphony","1750"
"2015-09-30T00:00:00.000","Austin Script Works aka Austin Scriptworks/ Candyce Rusk","2000"
"2015-09-30T00:00:00.000","The Hidden Room Theatre","2000"
"2015-09-30T00:00:00.000","Texas Folklife Resources/ Rancho Alegre Radio","2025"
"2015-09-30T00:00:00.000","Center for Women & Their Work / Experimental Response Cinema","2037"
"2015-09-30T00:00:00.000","B. Iden Payne Awards Council (FFS Austin Creative Alliance )","2063"
"2015-09-30T00:00:00.000","Texas Folklife Resources/ Michelle Alany","2125"
"2015-09-30T00:00:00.000","Austin Creative Alliance / 7 Towers Theatre Company","2137"
"2015-09-30T00:00:00.000","Austin Theatre Project (FFS Austin Creative Alliance )","2200"
"2015-09-30T00:00:00.000","Austin Creative Alliance / Texas Comedies","2250"
"2015-09-30T00:00:00.000","Center for Women & Their Work / Alyssa Taylor Wendt","2600"
"2015-09-30T00:00:00.000","Center for Women & Their Work / Yuliya Lanina","2600"
"2015-09-30T00:00:00.000","Generous Art Texas","2600"
"2015-09-30T00:00:00.000","Conspire Theater","2913"
"2015-09-30T00:00:00.000","Austin Creative Alliance / John Pointer","3000"
"2015-09-30T00:00:00.000","Busker Festivals, Inc","3000"
"2015-09-30T00:00:00.000","The Austin Review","3000"
"2015-09-30T00:00:00.000","Center for Women & Their Work / Shay Ishii Dance Company","3198"
"2015-09-30T00:00:00.000","Center for Women & Their Work / Elizabeth McQueen","3200"
"2015-09-30T00:00:00.000","Amala Foundation","3400"
"2015-09-30T00:00:00.000","Travis Heights Art Trail","3400"
"2015-09-30T00:00:00.000","Austin Creative Alliance / Dystheatre","3474"
"2015-09-30T00:00:00.000","Austin Creative Alliance / Punchkin Repertory Theatre","3511"
"2015-09-30T00:00:00.000","Austin Creative Alliance / Present Company","3600"
"2015-09-30T00:00:00.000","Protos Festival","3600"
"2015-09-30T00:00:00.000","Vortex Repertory Company/Steve Jansen","3600"
"2015-09-30T00:00:00.000","Austin Creative Alliance / Ready/Set/Go!","3625"
"2015-09-30T00:00:00.000","Amphion Youth Choir","3743"
"2015-09-30T00:00:00.000","Austin Creative Alliance / Grapes of Wrath 75 Project","3800"
"2015-09-30T00:00:00.000","Film Society of Austin, Inc./ Mike Blizzard","3800"
"2015-09-30T00:00:00.000","Austin Creative Alliance / Sky Candy","4000"
"2015-09-30T00:00:00.000","Easter Seals Central Texas","4000"
"2015-09-30T00:00:00.000","Hispanic Alliance for the Performing Arts","4000"
"2015-09-30T00:00:00.000","Lucky Chaos","4000"
"2015-09-30T00:00:00.000","PrintAustin Collective","4000"
"2015-09-30T00:00:00.000","Texas Folklife Resources/ WobeonFest","4000"
"2015-09-30T00:00:00.000","Austin Creative Alliance / Jason Phelps & Co","4200"
"2015-09-30T00:00:00.000","Austin Creative Alliance / Mother Falcon's Music Laboratory","4200"
"2015-09-30T00:00:00.000","OUTsider Film & Arts Festival","4200"
"2015-09-30T00:00:00.000","Texas Accountants and Lawyers for the Arts","4200"
"2015-09-30T00:00:00.000","Esquina Tango Cultural Society of Austin","4250"
"2015-09-30T00:00:00.000","Austin Creative Alliance / Austin Asian American Film Festival","4400"
"2015-09-30T00:00:00.000","Austin Film Festival, Inc./ Stephen Belyeu","4400"
"2015-09-30T00:00:00.000","Austin Tango Society","4400"
"2015-09-30T00:00:00.000","Center for Women & Their Work / Jules Buck Jones","4400"
"2015-09-30T00:00:00.000","Film Society of Austin, Inc./ Normies, LLC","4400"
"2015-09-30T00:00:00.000","Fuse Box Austin/ Rebecca Layton","4400"
"2015-09-30T00:00:00.000","Austin Civic Wind Ensemble","4572"
"2015-09-30T00:00:00.000","Austin Creative Alliance / Theatre en Bloc","4772"
"2015-09-30T00:00:00.000","COLLIDE","4800"
"2015-09-30T00:00:00.000","Austin Street Corner Arts Collective","5000"
"2015-09-30T00:00:00.000","Fluent~Collaborative/ Elizabeth Chiles","5000"
"2015-09-30T00:00:00.000","The Museum of Human Achievement","5000"
"2015-09-30T00:00:00.000","Film Society of Austin, Inc./ Karen Skloss","13900"
"2015-09-30T00:00:00.000","Austin Creative Alliance / Cosmic Intuition Productions","5500"
"2015-09-30T00:00:00.000","Academy of Tango - Texas","5546"
"2015-09-30T00:00:00.000","Borderlands Texas Poetry aka Texas Poetry Review (also Ramona Cearley)","5700"
"2015-09-30T00:00:00.000","Tapestry Singers","5700"
"2015-09-30T00:00:00.000","Austin Visual Arts Association/ Rama Tirumalachar","5750"
"2015-09-30T00:00:00.000","Austin Creative Alliance / A'Lante Flamenco Dance Ensemble","5975"
"2015-09-30T00:00:00.000","Austin Latino Music Association","6100"
"2015-09-30T00:00:00.000","Center for Women & Their Work / Rino Pizzi","6150"
"2015-09-30T00:00:00.000","One World/ Austin Troubadours","6272"
"2015-09-30T00:00:00.000","La Fenice","6397"
"2015-09-30T00:00:00.000","Golden Hornet Project, Inc.","6696"
"2015-09-30T00:00:00.000","Folklore y Ritmos de Panama","6915"
"2015-09-30T00:00:00.000","Austin Museum of Digital Art","7400"
"2015-09-30T00:00:00.000","One World/ Sevylla del Mazo","7496"
"2015-09-30T00:00:00.000","Chaddick Dance Company","7600"
"2015-09-30T00:00:00.000","Austin New Music Corporation (Co-op)","8000"
"2015-09-30T00:00:00.000","Exploded Drawing","8250"
"2015-09-30T00:00:00.000","Classical Music for the World","8355"
"2015-09-30T00:00:00.000","Vortex Repertory Company/Lorella Loftus","8597"
"2015-09-30T00:00:00.000","Center for Women & Their Work / Jayson Oaks","8625"
"2015-09-30T00:00:00.000","Center for Women & Their Work / Lauren Gurgiolo","9000"
"2015-09-30T00:00:00.000","Austin Polish Society","9100"
"2015-09-30T00:00:00.000","COLLIDE/ Epistrophy Arts","9125"
"2015-09-30T00:00:00.000","Center for Women & Their Work / Generic Ensemble Company","9209"
"2015-09-30T00:00:00.000","Umlauf Sculpture Garden & Museum","9250"
"2015-09-30T00:00:00.000","Mobile Art Program","9400"
"2015-09-30T00:00:00.000","Center for Women & Their Work / Nancy Schiesari","9488"
"2015-09-30T00:00:00.000","Big Medium/ Pastelegram","10000"
"2015-09-30T00:00:00.000","MASS Gallery, Inc","10000"
"2015-09-30T00:00:00.000","Co-Lab Projects","10014"
"2015-09-30T00:00:00.000","School of Indian Percussion and Music","10100"
"2015-09-30T00:00:00.000","Center for Women & Their Work / Julie Nathanielsz","10300"
"2015-09-30T00:00:00.000","Austin Chamber Ensemble","10347"
"2015-09-30T00:00:00.000","Buzz Production","10600"
"2015-09-30T00:00:00.000","COLLIDE/ Ingebrigt Haker Flaten","10600"
"2015-09-30T00:00:00.000","Film Society of Austin, Inc./ Anne Lewis","10600"
"2015-09-30T00:00:00.000","Center for Women & Their Work / Heloise Gold","10675"
"2015-09-30T00:00:00.000","Texas Music Museum","10700"
"2015-09-30T00:00:00.000","Lannaya aka Lannaya West African Drum and Dance Ensemble","10882"
"2015-09-30T00:00:00.000","Center for Women & Their Work / Art of the Pot","10925"
"2015-09-30T00:00:00.000","Russian Speakers Society","11000"
"2015-09-30T00:00:00.000","Academia (Aztlan) De Danza Y Folklore","11018"
"2015-09-30T00:00:00.000","Austin Creative Alliance / Breaking String Theater Co. aka Graham Schmidt","11100"
"2015-09-30T00:00:00.000","Austin Creative Alliance / The City Theatre Company","11100"
"2015-09-30T00:00:00.000","Austin Summer Musical for Children","11700"
"2015-09-30T00:00:00.000","Austin Creative Alliance / Balcones Community Orchestra","12200"
"2015-09-30T00:00:00.000","Capitol View Arts","12245"
"2015-09-30T00:00:00.000","Fisterra Projects","12250"
"2015-09-30T00:00:00.000","HONK!TX","12313"
"2015-09-30T00:00:00.000","Vortex Repertory Company/Electronic Planet Ensemble","12423"
"2015-09-30T00:00:00.000","Salvage Vanguard Theater/Church of the Friendly Ghost","12497"
"2015-09-30T00:00:00.000","Austin Creative Alliance / Tongue & Groove Theatre","12525"
"2015-09-30T00:00:00.000","One World/ Mohammad Firoozi","12525"
"2015-09-30T00:00:00.000","One World/ Sergey Vashchenko","12525"
"2015-09-30T00:00:00.000","Film Society of Austin, Inc./ Karen Kocher","12612"
"2015-09-30T00:00:00.000","Imagine Art, Inc./ Mindy Moore","12787"
"2015-09-30T00:00:00.000","Austin Visual Arts Association/ Dr. Christopher Adejumo","12800"
"2015-09-30T00:00:00.000","Red Salmon Arts/ Daniel Llanes","13075"
"2015-09-30T00:00:00.000","Imagine Art, Inc./ Theron Parker-ABC ASL","13350"
"2015-09-30T00:00:00.000","Austin Creative Alliance / Austin Children's Theater","13600"
"2015-09-30T00:00:00.000","Austin Creative Alliance / Anuradha Naimpally","13625"
"2015-09-30T00:00:00.000","Center for Women & Their Work / Bob Hoffnar","13625"
"2015-09-30T00:00:00.000","Austin Creative Alliance / Paper Chairs","13900"
"2015-09-30T00:00:00.000","Center for Women & Their Work / Denise Prince","13900"
"2015-09-30T00:00:00.000","Center for Women & Their Work / Rattletree","13900"
"2016-09-30T00:00:00.000","Fuse Box Austin","100000"
"2015-09-30T00:00:00.000","One World/ Emily Dedear","13900"
"2015-09-30T00:00:00.000","One World/ Oliver Rajamani","13900"
"2015-09-30T00:00:00.000","Texas Folklife Resources/ Andrew Garrison","13900"
"2015-09-30T00:00:00.000","Texas Nafas","14132"
"2015-09-30T00:00:00.000","Austin Creative Alliance / Bob Livingston","14175"
"2015-09-30T00:00:00.000","Center for No Idea","14175"
"2015-09-30T00:00:00.000","One World/ Nada Stearns","14175"
"2015-09-30T00:00:00.000","Austin Creative Alliance / Glass Half Full Theatre","14438"
"2015-09-30T00:00:00.000","Center for Women & Their Work / Asian American Community Partnership","14450"
"2015-09-30T00:00:00.000","Mexic-Arte Museum/ Johnny Degollado (AKA Austin Conjunto Festival)","14450"
"2015-09-30T00:00:00.000","Save Barton Creek Association/ Bill Oliver","14450"
"2015-09-30T00:00:00.000","Ariel Dance Theatre","14634"
"2015-09-30T00:00:00.000","Ballet East Dance Company/ Up Rise Productions","14725"
"2015-09-30T00:00:00.000","Center for Women & Their Work / Women Printmakers of Austin","14725"
"2015-09-30T00:00:00.000","Vortex Repertory Company/Ethos AKA Chad Salvata","14725"
"2015-09-30T00:00:00.000","Salvage Vanguard Theater/Trouble Puppet Company","14825"
"2015-09-30T00:00:00.000","Austin Poets International, Inc./ Austin International Poetry Festival","14971"
"2015-09-30T00:00:00.000","Southwest Key Programs","15000"
"2015-09-30T00:00:00.000","River City Pops","15549"
"2015-09-30T00:00:00.000","La Follia Austin Baroque","15940"
"2015-09-30T00:00:00.000","Ensemble VIII","16335"
"2015-09-30T00:00:00.000","Indian Classical Music Circle of Austin","16550"
"2015-09-30T00:00:00.000","Austin Symphonic Band","16596"
"2015-09-30T00:00:00.000","Austin Creative Alliance / Shrewd Production","17033"
"2015-09-30T00:00:00.000","Capital City Men's Chorus","17600"
"2015-09-30T00:00:00.000","Penfold Theatre Company","17900"
"2015-09-30T00:00:00.000","Girls Rock Austin","18006"
"2015-09-30T00:00:00.000","Ballet East Dance Company/ Proyecto Teatro","18211"
"2015-09-30T00:00:00.000","Inside Out Steelband","18645"
"2015-09-30T00:00:00.000","Texas Democracy Foundation","18800"
"2015-09-30T00:00:00.000","Moving Image Arts & Education","19050"
"2015-09-30T00:00:00.000","South Austin Museum of Popular Culture","20000"
"2015-09-30T00:00:00.000","Austin Children's Choir","20065"
"2015-09-30T00:00:00.000","Out of Bounds Comedy","20072"
"2015-09-30T00:00:00.000","Cherrywood Urban Landscape and Arts league","20650"
"2015-09-30T00:00:00.000","Public Access Community Television, Inc. aka Public Access Community Television","20800"
"2015-09-30T00:00:00.000","Gilbert & Sullivan Society of Austin, Texas, Inc.","21500"
"2015-09-30T00:00:00.000","Knowbility, Inc.","24700"
"2015-09-30T00:00:00.000","Dance International","21875"
"2015-09-30T00:00:00.000","Musical Connection","21875"
"2015-09-30T00:00:00.000","Latinas Unidas Por el Arte (LUPE Arte)","21976"
"2015-09-30T00:00:00.000","Serie Project, Inc.","22360"
"2015-09-30T00:00:00.000","Austin Community SteelBand","22900"
"2015-09-30T00:00:00.000","Groundwork Music Project","22900"
"2015-09-30T00:00:00.000","Austin Script Works aka Austin Scriptworks","23250"
"2015-09-30T00:00:00.000","Celtic Cultural Center of Texas","23300"
"2015-09-30T00:00:00.000","Different Stages, Inc.","23555"
"2015-09-30T00:00:00.000","Kathy Dunn Hamrick Dance Co.","23849"
"2015-09-30T00:00:00.000","Austin Federation of Musicians","23950"
"2015-09-30T00:00:00.000","Salon Concerts, Inc.","23950"
"2015-09-30T00:00:00.000","Women in Jazz Association","23950"
"2015-09-30T00:00:00.000","Texas Education Broadcasting Co-Operative, Inc. (KOOP RADIO 91.7FM)","24100"
"2015-09-30T00:00:00.000","Conservatory Dance Theatre dba The Austin City Ballet","24300"
"2015-09-30T00:00:00.000","Hyde Park Theatre/ Capital T Theatre","24300"
"2015-09-30T00:00:00.000","Capital Of Texas Public Telecommunications Council AKA KLRU-TX","24400"
"2015-09-30T00:00:00.000","The Arc of the Capital Area","24400"
"2015-09-30T00:00:00.000","Teatro Vivo","24567"
"2015-09-30T00:00:00.000","Capitol Broadcasting Association, Inc. dba KMFA 89.5","25000"
"2015-09-30T00:00:00.000","Red Salmon Arts","25559"
"2015-09-30T00:00:00.000","Austin Civic Orchestra Society","26551"
"2015-09-30T00:00:00.000","Classical Guitar Alive","27861"
"2015-09-30T00:00:00.000","Cine Las Americas","34504"
